Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,League,Home_Form_Points,Home_Form_GoalsFor,Home_Form_GoalsAgainst,Away_Form_Points,Away_Form_GoalsFor,Away_Form_GoalsAgainst,Home_Elo,Away_Elo,H2H_HomeWinRate,H2H_Meetings
2023-11-26,Everton,Man United,0,3,A,PL_2023-24,Premier League,2.0,1.6,1.0,2.4,1.2,1.0,1452.0362046982982,1614.5541200179337,0.16666666666666666,6
2023-11-26,Tottenham,Aston Villa,1,2,A,PL_2023-24,Premier League,1.8,1.4,1.4,2.0,2.2,1.2,1607.24798290236,1589.5547833213093,0.5,6
2023-11-26,Roma,Udinese,3,1,H,SerieA_2023-24,Serie A,2.0,1.4,0.6,1.4,0.8,0.6,1574.3311376770005,1476.0898244788775,0.6666666666666666,6
2023-11-26,Juventus,Inter,1,1,D,SerieA_2023-24,Serie A,3.0,1.4,0.2,2.6,2.0,0.6,1681.7499572056881,1709.60638199884,0.5,6
2023-11-26,Cadiz,Real Madrid,0,3,A,LaLiga_2023-24,La Liga,0.2,0.8,1.8,2.2,2.4,0.6,1445.390148170476,1718.2698135817957,0.16666666666666666,6
2023-11-26,Hoffenheim,Mainz,1,1,D,Bundesliga_2023-24,Bundesliga,1.4,2.0,2.2,1.2,1.4,1.4,1488.318479432189,1467.8493376522385,0.16666666666666666,6
2023-11-26,Betis,Las Palmas,1,0,H,LaLiga_2023-24,La Liga,1.8,1.4,0.8,2.0,1.4,1.0,1579.4962203904065,1513.082622885357,0.5,0
2023-11-26,Villarreal,Osasuna,3,1,H,LaLiga_2023-24,La Liga,0.8,1.6,2.2,0.8,1.2,2.2,1520.846806784491,1480.2873091099916,0.5,6
2023-11-26,Heidenheim,Bochum,0,0,D,Bundesliga_2023-24,Bundesliga,0.6,1.4,2.6,1.2,1.2,1.2,1472.9624564611363,1446.0994502933918,0.5,0
2023-11-26,Lyon,Lille,0,2,A,Ligue1_2023-24,Ligue 1,1.0,1.2,1.6,1.8,1.0,0.4,1533.1615886464156,1617.456142007689,0.16666666666666666,6
2023-11-26,Rennes,Reims,3,1,H,Ligue1_2023-24,Ligue 1,0.2,0.6,1.8,1.4,0.8,1.4,1556.88300955135,1534.535920235117,0.3333333333333333,6
2023-11-26,Nantes,Le Havre,0,0,D,Ligue1_2023-24,Ligue 1,1.2,1.0,1.8,1.2,0.4,0.8,1456.5195874733113,1513.2341479247373,0.5,0
2023-11-26,Lorient,Metz,2,3,A,Ligue1_2023-24,Ligue 1,1.0,1.0,1.2,1.0,1.0,1.0,1481.4648391791839,1430.469637727022,0.5,4
2023-11-26,Nice,Toulouse,1,0,H,Ligue1_2023-24,Ligue 1,2.6,1.0,0.0,0.6,0.8,1.6,1630.1299975072263,1494.1223473005953,0.0,2
2023-11-26,Sociedad,Sevilla,2,1,H,LaLiga_2023-24,La Liga,1.4,1.4,1.2,1.0,1.4,1.4,1615.51853606767,1521.529189288453,0.3333333333333333,6
2023-11-27,Fulham,Wolves,3,2,H,PL_2023-24,Premier League,0.8,1.0,1.6,1.6,1.6,1.4,1466.0552278899554,1480.879051521375,0.0,4
2023-11-27,Bologna,Torino,2,0,H,SerieA_2023-24,Serie A,1.6,1.4,1.2,1.4,0.8,1.4,1559.495780769883,1530.9345983582123,0.16666666666666666,6
2023-11-27,Girona,Ath Bilbao,1,1,D,LaLiga_2023-24,La Liga,3.0,2.6,1.0,2.0,2.4,1.6,1594.6042418820912,1539.1953707360285,1.0,2
2023-11-27,Verona,Lecce,2,2,D,SerieA_2023-24,Serie A,0.0,0.6,2.0,0.6,1.0,1.4,1417.904795900481,1463.000698299917,1.0,2
2023-11-29,Mallorca,Cadiz,1,1,D,LaLiga_2023-24,La Liga,0.4,0.2,1.0,0.2,0.4,1.8,1461.7558765161311,1439.9923269364103,0.5,4
2023-11-29,Montpellier,Clermont,1,1,D,Ligue1_2023-24,Ligue 1,0.8,0.8,1.6,1.4,0.6,1.0,1488.635501866975,1486.9243537643404,0.5,4
2023-12-01,Reims,Strasbourg,2,1,H,Ligue1_2023-24,Ligue 1,1.4,0.8,1.4,0.6,0.6,1.4,1527.9186692239766,1492.0258452624082,0.3333333333333333,6
2023-12-01,Darmstadt,FC Koln,0,1,A,Bundesliga_2023-24,Bundesliga,0.4,0.6,2.8,1.0,1.0,2.0,1463.0498721708038,1445.6327600402915,0.5,0
2023-12-01,Las Palmas,Getafe,2,0,H,LaLiga_2023-24,La Liga,1.4,1.0,1.0,1.8,1.0,0.6,1507.5368610694127,1488.0431149563155,0.5,0
2023-12-01,Monza,Juventus,1,2,A,SerieA_2023-24,Serie A,1.2,1.2,1.0,2.6,1.2,0.4,1537.7708126374541,1679.7028357586776,1.0,2
2023-12-02,Ath Bilbao,Vallecano,4,0,H,LaLiga_2023-24,La Liga,1.6,2.0,1.8,1.2,1.0,1.0,1543.3921636404464,1500.85107125693,0.5,4
2023-12-02,Girona,Valencia,2,1,H,LaLiga_2023-24,La Liga,2.6,2.6,1.2,1.6,1.2,1.4,1590.4074489776733,1478.3717426534456,0.5,2
2023-12-02,Arsenal,Wolves,2,1,H,PL_2023-24,Premier League,2.0,2.2,0.8,1.4,1.8,1.8,1690.4892782525114,1473.282657093531,0.6666666666666666,6
2023-12-02,Brentford,Luton,3,1,H,PL_2023-24,Premier League,1.8,1.6,1.2,1.0,1.2,1.6,1538.64653571538,1460.6098400002586,0.5,0
2023-12-02,Real Madrid,Granada,2,0,H,LaLiga_2023-24,La Liga,2.2,2.2,0.6,0.2,0.8,2.0,1723.6676348158614,1392.836126252106,1.0,4
2023-12-02,Nott'm Forest,Everton,0,1,A,PL_2023-24,Premier League,0.8,1.6,2.2,1.4,1.0,1.6,1462.665664236637,1443.816442324402,0.0,2
2023-12-02,Nantes,Nice,1,0,H,Ligue1_2023-24,Ligue 1,0.8,0.6,1.6,2.6,1.0,0.0,1455.2801384722156,1634.2194562309576,0.0,6
2023-12-02,Lens,Lyon,3,2,H,Ligue1_2023-24,Ligue 1,2.2,1.6,0.0,1.0,1.2,1.6,1655.988038649324,1522.7098572014954,0.16666666666666666,6
2023-12-02,Burnley,Sheffield United,5,0,H,PL_2023-24,Premier League,0.0,0.6,2.4,0.8,1.0,2.4,1372.0053254765205,1340.0346655217998,0.5,2
2023-12-02,Newcastle,Man United,1,0,H,PL_2023-24,Premier League,2.0,2.2,1.0,2.4,1.4,0.8,1612.9169346314638,1622.7738823918298,0.16666666666666666,6
2023-12-02,Milan,Frosinone,3,1,H,SerieA_2023-24,Serie A,1.0,1.0,1.2,1.2,1.6,2.0,1674.2838826760164,1503.509744953784,0.5,0
2023-12-02,Lazio,Cagliari,1,0,H,SerieA_2023-24,Serie A,1.4,0.8,0.6,1.6,2.0,1.8,1612.0175168711805,1403.7145508204017,0.75,4
2023-12-02,Genoa,Empoli,1,1,D,SerieA_2023-24,Serie A,1.2,0.8,1.2,1.2,1.4,1.8,1423.5073144096202,1444.925684744107,0.0,2
2023-12-02,Bochum,Wolfsburg,3,1,H,Bundesliga_2023-24,Bundesliga,1.2,1.2,1.2,0.8,1.4,2.4,1449.5967940766634,1509.8525876392525,0.25,4
2023-12-02,M'gladbach,Hoffenheim,2,1,H,Bundesliga_2023-24,Bundesliga,1.4,2.4,2.2,1.0,1.6,2.0,1488.8138344843726,1484.9836842034124,0.5,6
2023-12-02,RB Leipzig,Heidenheim,2,1,H,Bundesliga_2023-24,Bundesliga,1.8,2.6,1.2,0.8,1.4,2.2,1633.442529304102,1469.4651126778647,0.5,0
2023-12-02,Stuttgart,Werder Bremen,2,0,H,Bundesliga_2023-24,Bundesliga,1.8,1.8,1.4,1.0,1.2,1.6,1516.849386856631,1406.289465139688,0.5,4
2023-12-02,Osasuna,Sociedad,1,1,D,LaLiga_2023-24,La Liga,0.8,1.4,2.0,2.0,1.6,1.0,1474.12577159993,1620.4510423931852,0.0,6
2023-12-03,Chelsea,Brighton,3,2,H,PL_2023-24,Premier League,1.0,2.2,2.6,1.2,1.4,1.4,1516.7328324639734,1570.690891165158,0.16666666666666666,6
2023-12-03,Sevilla,Villarreal,1,1,D,LaLiga_2023-24,La Liga,0.8,1.2,1.4,1.4,2.0,2.0,1516.5966829629378,1527.0083442945527,0.5,6
2023-12-03,Liverpool,Fulham,4,3,H,PL_2023-24,Premier League,2.2,2.0,0.4,0.8,1.0,1.8,1695.787346681407,1473.6516223177994,0.25,4
2023-12-03,West Ham,Crystal Palace,1,1,D,PL_2023-24,Premier League,1.2,1.6,2.2,0.6,1.2,2.2,1501.7344554997867,1479.5067983625786,0.3333333333333333,6
2023-12-03,Almeria,Betis,0,0,D,LaLiga_2023-24,La Liga,0.0,1.0,2.6,2.2,1.4,0.6,1383.6661056542137,1585.041982206351,0.0,2
2023-12-03,Napoli,Inter,0,3,A,SerieA_2023-24,Serie A,2.0,1.8,1.0,2.6,1.8,0.4,1703.8114767586164,1711.6535034458507,0.16666666666666666,6
2023-12-03,Mainz,Freiburg,0,1,A,Bundesliga_2023-24,Bundesliga,1.2,1.2,1.2,1.0,1.6,2.0,1471.184132881015,1543.96320568451,0.3333333333333333,6
2023-12-03,Bournemouth,Aston Villa,2,2,D,PL_2023-24,Premier League,1.8,1.8,2.0,2.4,2.4,1.2,1440.3177178860396,1602.8183776643257,0.5,2
2023-12-03,Udinese,Verona,3,3,D,SerieA_2023-24,Serie A,1.2,1.0,1.2,0.2,0.8,2.0,1471.2477075764687,1416.3375532303019,0.3333333333333333,6
2023-12-03,Man City,Tottenham,3,3,D,PL_2023-24,Premier League,2.2,3.2,1.4,1.2,1.4,1.8,1759.3548213312001,1593.9843885593436,0.3333333333333333,6
2023-12-03,Sassuolo,Roma,1,2,A,SerieA_2023-24,Serie A,1.0,1.6,2.0,2.0,1.2,0.6,1490.7759284099716,1579.1732545794093,0.16666666666666666,6
2023-12-03,Le Havre,Paris SG,0,2,A,Ligue1_2023-24,Ligue 1,1.4,0.4,0.2,3.0,3.4,0.8,1514.473596925833,1727.6085191819695,0.5,0
2023-12-03,Leverkusen,Dortmund,1,1,D,Bundesliga_2023-24,Bundesliga,3.0,2.8,0.8,1.4,1.8,2.2,1646.9958321340432,1661.4475010874312,0.3333333333333333,6
2023-12-03,Brest,Clermont,3,0,H,Ligue1_2023-24,Ligue 1,0.8,1.2,1.6,1.0,0.4,1.0,1525.6997554808818,1489.770976815714,0.75,4
2023-12-03,Augsburg,Ein Frankfurt,2,1,H,Bundesliga_2023-24,Bundesliga,1.8,2.2,1.4,1.6,2.4,1.6,1436.5769377564761,1537.4648400489425,0.0,6
2023-12-03,Monaco,Montpellier,2,0,H,Ligue1_2023-24,Ligue 1,1.4,1.2,1.6,1.0,1.0,1.4,1619.1857625988548,1485.7888788156013,0.5,6
2023-12-03,Lille,Metz,2,0,H,Ligue1_2023-24,Ligue 1,2.2,1.2,0.2,1.6,1.6,1.2,1627.9078734526092,1444.561214589168,0.5,4
2023-12-03,Toulouse,Lorient,1,1,D,Ligue1_2023-24,Ligue 1,0.4,0.6,1.6,0.8,0.8,1.2,1490.032888576864,1467.3732623170379,0.5,2
2023-12-03,Marseille,Rennes,2,0,H,Ligue1_2023-24,Ligue 1,1.0,0.8,0.6,0.8,1.0,1.4,1594.1946787512347,1563.5002605624902,0.5,6
2023-12-03,Mallorca,Alaves,0,0,D,LaLiga_2023-24,La Liga,0.4,0.2,1.0,1.4,1.4,1.2,1458.3880096706894,1401.0068189595095,1.0,2
2023-12-03,Barcelona,Ath Madrid,1,0,H,LaLiga_2023-24,La Liga,2.0,1.2,0.8,2.4,2.0,0.8,1705.93598620691,1694.8718597745067,0.5,6
2023-12-03,Fiorentina,Salernitana,3,0,H,SerieA_2023-24,Serie A,0.6,0.4,1.2,1.0,1.2,1.6,1569.5049067373102,1436.1848975509522,0.5,4
2023-12-03,Lecce,Bologna,1,1,D,SerieA_2023-24,Serie A,0.6,1.2,1.6,2.0,1.4,0.8,1464.5679409700963,1565.955611494728,0.0,2
2023-12-04,Torino,Atalanta,3,0,H,SerieA_2023-24,Serie A,1.4,0.8,1.4,1.4,1.6,1.0,1524.4747676333673,1576.166520873935,0.0,6
2023-12-04,Celta,Cadiz,1,1,D,LaLiga_2023-24,La Liga,0.4,0.8,1.8,0.4,0.6,1.8,1429.610672006833,1443.360193781852,0.3333333333333333,6
2023-12-05,Luton,Arsenal,3,4,A,PL_2023-24,Premier League,0.8,1.0,1.8,2.4,2.2,0.6,1455.3282099715848,1693.2636162412634,0.5,0
2023-12-05,Wolves,Burnley,1,0,H,PL_2023-24,Premier League,0.8,1.6,2.0,0.6,1.6,1.8,1470.508319104779,1378.3796222128472,0.0,4
2023-12-06,Sheffield United,Liverpool,0,2,A,PL_2023-24,Premier League,0.8,0.8,3.0,2.2,2.4,1.0,1333.660368785473,1698.4945772222343,0.0,2
2023-12-06,Brighton,Brentford,2,1,H,PL_2023-24,Premier League,1.2,1.6,1.6,1.8,1.6,1.4,1562.0083814592388,1543.9281657440538,0.5,4
2023-12-06,Man United,Chelsea,2,1,H,PL_2023-24,Premier League,1.8,1.0,0.8,1.4,2.4,2.6,1615.3117166182205,1525.4153421698927,0.16666666666666666,6
2023-12-06,Fulham,Nott'm Forest,5,0,H,PL_2023-24,Premier League,0.8,1.6,2.2,0.6,1.2,2.0,1470.944391776972,1449.3723731763394,1.0,2
2023-12-06,Crystal Palace,Bournemouth,0,2,A,PL_2023-24,Premier League,0.8,1.4,1.6,2.0,2.0,2.0,1482.886502819839,1442.0974745936883,1.0,2
2023-12-06,Marseille,Lyon,3,0,H,Ligue1_2023-24,Ligue 1,1.0,0.6,0.6,0.8,1.0,1.6,1600.6009222386006,1518.5690453484763,0.3333333333333333,6
2023-12-06,Aston Villa,Man City,1,0,H,PL_2023-24,Premier League,2.0,2.0,1.4,1.8,3.4,1.8,1601.038620956677,1752.9217380826458,0.0,6
2023-12-07,Everton,Newcastle,3,0,H,PL_2023-24,Premier League,2.0,1.2,1.2,2.0,1.6,1.0,1457.1097333846997,1620.3791004050731,0.16666666666666666,6
2023-12-07,Tottenham,West Ham,1,2,A,PL_2023-24,Premier League,0.8,1.6,2.4,1.4,1.6,1.6,1600.417471807898,1498.3547510425262,0.3333333333333333,6
2023-12-07,Brest,Strasbourg,1,1,D,Ligue1_2023-24,Ligue 1,1.2,1.6,1.4,0.6,0.6,1.4,1531.9755157848183,1485.749193599185,0.16666666666666666,6
2023-12-08,Montpellier,Lens,0,0,D,Ligue1_2023-24,Ligue 1,0.4,0.4,1.8,2.6,2.2,0.4,1481.6503101443632,1660.128850502343,0.3333333333333333,6
2023-12-08,Getafe,Valencia,1,0,H,LaLiga_2023-24,La Liga,1.6,0.8,0.8,1.0,1.0,1.8,1481.352934810387,1473.815039368593,0.3333333333333333,6
2023-12-08,Juventus,Napoli,1,0,H,SerieA_2023-24,Serie A,2.6,1.4,0.6,1.4,1.2,1.4,1688.5017611160056,1691.2194639578518,0.16666666666666666,6
2023-12-08,Hoffenheim,Bochum,3,1,H,Bundesliga_2023-24,Bundesliga,1.0,1.6,1.8,1.8,1.6,1.0,1477.886257046627,1458.4578276139157,0.25,4
2023-12-09,Betis,Real Madrid,1,1,D,LaLiga_2023-24,La Liga,2.2,1.2,0.4,2.6,2.4,0.4,1582.204229523786,1725.212985423761,0.0,6
2023-12-09,Verona,Lazio,1,1,D,SerieA_2023-24,Serie A,0.4,1.2,2.0,1.4,0.6,0.6,1420.5225130105148,1614.9166074894945,0.3333333333333333,6
2023-12-09,Wolfsburg,Freiburg,0,1,A,Bundesliga_2023-24,Bundesliga,0.8,1.4,2.6,1.0,1.4,1.8,1500.9915541020002,1554.7450877610631,0.3333333333333333,6
2023-12-09,Atalanta,Milan,3,2,H,SerieA_2023-24,Serie A,0.8,1.2,1.6,1.6,1.6,1.2,1567.5480524963968,1677.760544489353,0.16666666666666666,6
2023-12-09,Rennes,Monaco,1,2,A,Ligue1_2023-24,Ligue 1,0.8,0.8,1.4,1.4,1.2,1.4,1557.0940170751244,1623.324331270093,0.3333333333333333,6
2023-12-09,Ein Frankfurt,Bayern Munich,5,1,H,Bundesliga_2023-24,Bundesliga,1.0,2.0,1.8,3.0,4.0,0.6,1527.4392842222944,1733.918805818798,0.3333333333333333,6
2023-12-09,Heidenheim,Darmstadt,3,2,H,Bundesliga_2023-24,Bundesliga,0.8,1.2,1.6,0.4,0.4,2.4,1465.8746338712713,1449.7933797250214,0.5,0
2023-12-09,Paris SG,Nantes,2,1,H,Ligue1_2023-24,Ligue 1,3.0,3.2,0.8,0.8,0.4,1.6,1734.462645969076,1467.5138891251452,0.6666666666666666,6
2023-12-09,Dortmund,RB Leipzig,2,3,A,Bundesliga_2023-24,Bundesliga,1.0,1.8,2.4,1.8,2.4,1.2,1663.8611966945805,1637.0330081106954,0.5,6
2023-12-09,Union Berlin,M'gladbach,3,1,H,Bundesliga_2023-24,Bundesliga,0.2,0.2,2.6,2.0,2.6,1.8,1507.985136070254,1495.911261641158,0.6666666666666666,6
2023-12-09,Mallorca,Sevilla,1,0,H,LaLiga_2023-24,La Liga,0.6,0.2,0.8,0.8,1.2,1.4,1454.144559079808,1514.0737924161253,0.0,4
2023-12-09,Villarreal,Sociedad,0,3,A,LaLiga_2023-24,La Liga,1.4,2.0,2.0,1.6,1.6,1.2,1529.5312348413652,1619.1255396341617,0.3333333333333333,6
2023-12-09,Aston Villa,Arsenal,1,0,H,PL_2023-24,Premier League,2.0,1.6,1.2,2.4,2.0,1.2,1612.5209349535737,1699.4897391291195,0.3333333333333333,6
2023-12-09,Wolves,Nott'm Forest,1,1,D,PL_2023-24,Premier League,1.2,1.4,1.6,0.6,1.2,2.4,1475.4807348188726,1442.7353516900155,0.5,2
2023-12-09,Sheffield United,Brentford,1,0,H,PL_2023-24,Premier League,0.8,0.8,2.4,1.2,1.4,1.8,1330.0843964739563,1537.2017092421668,0.5,0
2023-12-09,Man United,Bournemouth,0,3,A,PL_2023-24,Premier League,2.4,1.4,0.4,2.0,2.0,1.8,1620.3322980908335,1455.9415686986656,1.0,2
2023-12-09,Brighton,Burnley,1,1,D,PL_2023-24,Premier League,1.6,1.8,1.6,0.6,1.4,1.6,1568.7348379611258,1373.4072064987536,0.25,4
2023-12-09,Crystal Palace,Liverpool,1,2,A,PL_2023-24,Premier League,0.8,1.2,1.6,2.2,2.2,1.0,1469.0424087148617,1702.070549533751,0.0,6
2023-12-09,Inter,Udinese,4,0,H,SerieA_2023-24,Serie A,2.6,1.8,0.4,1.2,1.4,1.6,1724.2455162466154,1467.0627477962557,0.6666666666666666,6
2023-12-09,Werder Bremen,Augsburg,2,0,H,Bundesliga_2023-24,Bundesliga,1.0,1.2,1.8,1.8,1.6,1.2,1401.7028018326967,1446.6024935831242,0.25,4
2023-12-09,Alaves,Las Palmas,0,1,A,LaLiga_2023-24,La Liga,1.4,1.2,1.0,2.0,1.4,0.8,1405.2502695503908,1514.2270412153412,0.5,0
2023-12-10,Fulham,West Ham,5,0,H,PL_2023-24,Premier League,1.2,2.4,2.0,2.0,2.0,1.6,1477.5814132632959,1513.59290328503,0.0,4
2023-12-10,Frosinone,Torino,0,0,D,SerieA_2023-24,Serie A,1.2,1.6,2.2,2.0,1.4,0.8,1500.0330831404476,1533.0932360109055,0.5,0
2023-12-10,FC Koln,Mainz,0,0,D,Bundesliga_2023-24,Bundesliga,1.0,0.6,1.8,1.2,1.0,0.8,1458.889252486074,1460.402250804462,0.3333333333333333,6
2023-12-10,Nice,Reims,2,1,H,Ligue1_2023-24,Ligue 1,2.0,0.8,0.2,1.8,1.0,1.4,1621.985705578028,1534.1953208871998,0.16666666666666666,6
2023-12-10,Luton,Man City,1,2,A,PL_2023-24,Premier League,0.8,1.4,2.0,1.2,2.8,2.0,1449.1020870837287,1741.4394240857491,0.5,0
2023-12-10,Salernitana,Bologna,1,2,A,SerieA_2023-24,Serie A,0.8,0.8,1.8,1.6,1.2,0.8,1432.0448762416656,1565.9156713388072,0.0,4
2023-12-10,Stuttgart,Leverkusen,1,1,D,Bundesliga_2023-24,Bundesliga,1.8,1.6,1.4,2.6,2.6,0.8,1521.4360501636224,1644.582136526894,0.0,6
2023-12-10,Tottenham,Newcastle,4,1,H,PL_2023-24,Premier League,0.2,1.4,2.6,1.8,1.2,1.2,1585.1793195653943,1608.5779278147988,0.3333333333333333,6
2023-12-10,Monza,Genoa,1,0,H,SerieA_2023-24,Serie A,1.2,1.4,1.2,1.4,1.0,1.0,1528.9718872801259,1421.2833474058627,0.5,0
2023-12-10,Strasbourg,Le Havre,2,1,H,Ligue1_2023-24,Ligue 1,0.8,0.8,1.0,1.2,0.4,0.6,1489.725851500353,1507.6194701387265,0.5,0
2023-12-10,Ath Madrid,Almeria,2,1,H,LaLiga_2023-24,La Liga,1.8,1.4,1.0,0.2,0.6,1.6,1687.9639289984352,1386.5038583367786,0.5,2
2023-12-10,Cadiz,Osasuna,1,1,D,LaLiga_2023-24,La Liga,0.6,0.8,1.6,0.4,1.2,2.2,1445.7929121182867,1475.4512743589535,0.0,6
2023-12-10,Clermont,Lille,0,0,D,Ligue1_2023-24,Ligue 1,1.0,0.4,1.4,2.2,1.4,0.2,1483.4952165117775,1631.181537874767,0.25,4
2023-12-10,Metz,Brest,0,1,A,Ligue1_2023-24,Ligue 1,1.6,1.4,1.2,1.4,1.8,1.4,1441.2875501670103,1527.9988578836503,0.5,4
2023-12-10,Roma,Fiorentina,1,1,D,SerieA_2023-24,Serie A,2.0,1.4,0.8,1.2,1.0,0.8,1589.5070822870307,1573.6449280465968,0.6666666666666666,6
2023-12-10,Lyon,Toulouse,3,0,H,Ligue1_2023-24,Ligue 1,0.8,0.8,1.8,0.4,0.6,1.6,1513.3763192295294,1486.6421758355411,0.5,2
2023-12-10,Lorient,Marseille,2,4,A,Ligue1_2023-24,Ligue 1,0.4,0.6,1.2,1.6,1.2,0.4,1470.7639750583608,1605.7936483575475,0.0,6
2023-12-10,Barcelona,Girona,2,4,A,LaLiga_2023-24,La Liga,2.0,1.2,0.8,2.6,2.0,1.0,1712.8439169829815,1594.9641522625259,0.5,2
2023-12-10,Everton,Chelsea,2,0,H,PL_2023-24,Premier League,2.0,1.6,1.2,1.4,2.6,2.6,1468.910905974974,1520.3947606972797,0.3333333333333333,6
2023-12-11,Cagliari,Sassuolo,2,1,H,SerieA_2023-24,Serie A,1.4,1.6,1.6,1.0,1.8,2.0,1400.8154602020877,1480.4421007023502,0.25,4
2023-12-11,Vallecano,Celta,0,0,D,LaLiga_2023-24,La Liga,0.6,0.8,1.8,0.6,1.0,1.4,1494.738058465863,1427.1779536703984,0.0,4
2023-12-11,Granada,Ath Bilbao,1,1,D,LaLiga_2023-24,La Liga,0.2,0.8,2.0,2.2,2.8,1.6,1391.2907756442064,1549.5051764315133,0.5,4
2023-12-11,Empoli,Lecce,1,1,D,SerieA_2023-24,Serie A,0.8,1.2,2.0,0.6,1.2,1.6,1447.1496517478645,1464.607881126017,0.5,2
2023-12-15,Genoa,Juventus,1,1,D,SerieA_2023-24,Serie A,0.8,0.8,1.2,2.6,1.4,0.6,1416.6379963333125,1695.7727014340508,0.25,4
2023-12-15,Monaco,Lyon,0,1,A,Ligue1_2023-24,Ligue 1,2.0,1.6,1.2,1.2,1.2,1.6,1634.2932516678682,1519.882231177892,0.3333333333333333,6
2023-12-15,Osasuna,Vallecano,1,0,H,LaLiga_2023-24,La Liga,0.6,1.2,2.0,0.6,0.4,1.4,1477.448652975205,1490.2574071751508,0.75,4
2023-12-15,Nott'm Forest,Tottenham,0,2,A,PL_2023-24,Premier League,0.2,1.0,2.6,0.8,2.0,2.0,1446.380406325642,1593.0095975319018,0.0,2
2023-12-15,M'gladbach,Werder Bremen,2,2,D,Bundesliga_2023-24,Bundesliga,1.4,2.4,2.2,1.0,1.2,1.8,1489.0295914048875,1410.1300509683326,0.5,4
2023-12-16,Celta,Granada,1,0,H,LaLiga_2023-24,La Liga,0.8,1.0,1.2,0.4,0.6,1.6,1431.6586049611108,1392.950814853484,0.5,4
2023-12-16,Lecce,Frosinone,2,1,H,SerieA_2023-24,Serie A,0.8,1.4,1.6,1.4,1.0,1.4,1466.9399139465743,1498.1298909196785,0.5,0
2023-12-16,Torino,Empoli,1,0,H,SerieA_2023-24,Serie A,1.6,1.2,0.8,1.0,1.4,1.6,1534.9964282316746,1444.8176189273072,0.25,4
2023-12-16,Napoli,Cagliari,2,1,H,SerieA_2023-24,Serie A,1.2,0.8,1.2,1.4,1.2,1.2,1683.9485236398066,1410.2297389707726,0.5,4
2023-12-16,RB Leipzig,Hoffenheim,3,1,H,Bundesliga_2023-24,Bundesliga,1.8,1.8,1.6,1.0,1.6,1.6,1650.529472307263,1484.5781113134415,0.6666666666666666,6
2023-12-16,Valencia,Barcelona,1,1,D,LaLiga_2023-24,La Liga,0.8,0.6,1.6,2.0,1.4,1.2,1466.8150333581982,1697.2833380539394,0.0,6
2023-12-16,Sevilla,Getafe,0,3,A,LaLiga_2023-24,La Liga,0.6,0.8,1.2,2.0,1.0,0.8,1505.2220351118715,1488.352940820782,0.8333333333333334,6
2023-12-16,Ath Bilbao,Ath Madrid,2,0,H,LaLiga_2023-24,La Liga,2.2,2.6,1.4,1.8,1.4,1.0,1547.8451372222357,1689.7682661992765,0.3333333333333333,6
2023-12-16,Bochum,Union Berlin,3,0,H,Bundesliga_2023-24,Bundesliga,1.6,1.4,1.2,0.8,0.8,2.2,1451.7659733471012,1514.8668063065245,0.25,4
2023-12-16,Augsburg,Dortmund,1,1,D,Bundesliga_2023-24,Bundesliga,1.2,1.0,1.2,0.8,1.6,2.4,1438.1752444474882,1650.364732498013,0.16666666666666666,6
2023-12-16,Newcastle,Fulham,3,0,H,PL_2023-24,Premier League,1.2,1.2,2.0,1.8,3.4,1.8,1600.7476498482913,1485.760221075706,0.75,4
2023-12-16,Man City,Crystal Palace,2,2,D,PL_2023-24,Premier League,1.2,2.0,2.0,0.2,1.0,2.0,1746.407353906373,1462.694518371584,0.6666666666666666,6
2023-12-16,Le Havre,Nice,3,1,H,Ligue1_2023-24,Ligue 1,1.0,0.6,1.0,2.0,1.0,0.4,1499.9396495019748,1627.0520104386662,0.5,0
2023-12-16,Burnley,Everton,0,2,A,PL_2023-24,Premier League,0.8,1.6,1.4,2.4,1.8,1.0,1380.3180122217946,1477.5235052466244,0.5,4
2023-12-16,Darmstadt,Wolfsburg,0,1,A,Bundesliga_2023-24,Bundesliga,0.4,0.8,1.4,0.8,1.0,2.2,1443.0154575931906,1489.6682797335363,0.5,0
2023-12-16,Mainz,Heidenheim,0,1,A,Bundesliga_2023-24,Bundesliga,1.2,0.6,0.4,1.4,1.6,1.6,1463.163371750179,1472.652556003102,0.5,0
2023-12-16,Lens,Reims,2,0,H,Ligue1_2023-24,Ligue 1,2.2,1.4,0.4,1.2,1.0,1.8,1657.9077040773668,1529.1290160265617,0.5,6
2023-12-16,Chelsea,Sheffield United,2,0,H,PL_2023-24,Premier League,0.8,1.8,2.8,0.8,0.6,2.2,1511.7821614256293,1343.0733706009974,1.0,2
2023-12-17,Freiburg,FC Koln,2,0,H,Bundesliga_2023-24,Bundesliga,1.6,1.4,1.4,1.2,0.6,0.6,1566.068362129527,1456.128131540357,0.6666666666666666,6
2023-12-17,Bologna,Roma,2,0,H,SerieA_2023-24,Serie A,2.0,1.4,0.8,2.2,1.6,0.8,1574.9438681838112,1586.2906570724867,0.16666666666666666,6
2023-12-17,Sociedad,Betis,0,0,D,LaLiga_2023-24,La Liga,2.0,1.8,0.8,1.8,1.0,0.4,1629.4249500988756,1583.4358364963837,0.16666666666666666,6
2023-12-17,Brentford,Aston Villa,1,2,A,PL_2023-24,Premier League,0.6,0.8,1.6,2.6,1.8,0.8,1524.2127351151257,1622.1460427658915,0.25,4
